canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning
barbaros_mh,basiskele barbaros mh site,1,1,"{""basiskele barbaros mh site"": 42253.52}",0.0,
barbaros,basiskele barbaros site,1,1,"{""basiskele barbaros site"": 41588.79}",0.0,
ceneviz_adalari,ceneviz adalari projesi,1,2,"{""ceneviz adalari projesi"": 48076.925}",0.0,
kolayli_kullar,kolayli kullar sitesi,1,1,"{""kolayli kullar sitesi"": 48333.33}",0.0,
basiskele_de,basiskele'de site,1,3,"{""basiskele'de site"": 34682.08}",0.0,
elitium_trio,elitium trio sitesi,1,5,"{""elitium trio sitesi"": 37272.73}",0.0,
seyri_vadi,kocaeli basiskele seyri vadi sitesi,1,3,"{""kocaeli basiskele seyri vadi sitesi"": 39104.48}",0.0,
rose_garden,rose garden | rose garden evleri,2,3,"{""rose garden evleri"": 35959.6, ""rose garden"": 46575.34}",10615.739999999998,possible_bad_merge
ustgrup_mezire,mezire | ustgrup mezire,2,8,"{""ustgrup mezire"": 43664.86, ""mezire"": 39036.765}",4628.095000000001,
kullar_yaylacik_mahallesi,basiskele kullar yaylacik mahallesi site,1,1,"{""basiskele kullar yaylacik mahallesi site"": 54780.82}",0.0,
bizim_evler,bizim evler sitesi,1,1,"{""bizim evler sitesi"": 38750.0}",0.0,
elitium_park,elitium park evleri,1,4,"{""elitium park evleri"": 39694.369999999995}",0.0,
bahama,bahama proje,1,2,"{""bahama proje"": 40054.945}",0.0,
kullar_da_prestijli_yasam,basiskele kullar'da prestijli yasam projesi,1,1,"{""basiskele kullar'da prestijli yasam projesi"": 29629.63}",0.0,
yagmurkent,yagmurkent sitesi,1,1,"{""yagmurkent sitesi"": 57692.31}",0.0,
altin_vadi,altin vadi evleri sitesi,1,16,"{""altin vadi evleri sitesi"": 33879.14}",0.0,
kullar_tepecik_mah,basiskele kullar tepecik mah. site,1,2,"{""basiskele kullar tepecik mah. site"": 30937.5}",0.0,
altinkent_kalici_konutlari_7_ada,altinkent kalici konutlari 7 ada,1,1,"{""altinkent kalici konutlari 7 ada"": 34782.61}",0.0,
altinkent_kalici_konutlari_6_ada,altinkent kalici konutlari 6 ada sitesi,1,1,"{""altinkent kalici konutlari 6 ada sitesi"": 28695.65}",0.0,
kullar_da_ultra_ebeveyn_banyolu,basiskele kullar'da ultra luks ebeveyn banyolu site,1,1,"{""basiskele kullar'da ultra luks ebeveyn banyolu site"": 35555.56}",0.0,
mehmet_akif_ersoy,mehmet akif ersoy sitesi,1,1,"{""mehmet akif ersoy sitesi"": 22500.0}",0.0,
altinkent_kalici_konutlari_5_ada,altinkent kalici konutlari 5 ada,1,1,"{""altinkent kalici konutlari 5 ada"": 30833.33}",0.0,
erturk,erturk sitesi,1,1,"{""erturk sitesi"": 42400.0}",0.0,
marmara_elit_yapi_kooperatifi,marmara elit yapi kooperatifi,1,1,"{""marmara elit yapi kooperatifi"": 40347.83}",0.0,
altinkent_kalici_konutlari_3_ada,altinkent kalici konutlari 3 ada,1,1,"{""altinkent kalici konutlari 3 ada"": 32083.33}",0.0,
iskar_elit_kent,iskar elit kent,1,4,"{""iskar elit kent"": 35895.33}",0.0,
kirazli_kent,kirazli kent sitesi,1,10,"{""kirazli kent sitesi"": 32058.824999999997}",0.0,
sembol_kent,sembol kent sitesi,1,5,"{""sembol kent sitesi"": 33478.26}",0.0,
casaba_suite,casaba suite sitesi,1,1,"{""casaba suite sitesi"": 39610.39}",0.0,
dream_gardens,dream gardens sitesi,1,2,"{""dream gardens sitesi"": 30719.21}",0.0,
tanta_emlak_tan,tanta emlak'tan satilik site | tanta emlak'tan site,2,2,"{""tanta emlak'tan site"": 30357.14, ""tanta emlak'tan satilik site"": 49642.86}",19285.72,possible_bad_merge
ara,ara kat daire site,1,2,"{""ara kat daire site"": 50814.145000000004}",0.0,
oluklu_life,oluklu life sitesi,1,4,"{""oluklu life sitesi"": 38349.36}",0.0,
naturapark,naturapark evleri,1,1,"{""naturapark evleri"": 25294.12}",0.0,
kolayli,kolayli sitesi,1,1,"{""kolayli sitesi"": 50000.0}",0.0,
oksijen_konaklari,oksijen konaklari,1,3,"{""oksijen konaklari"": 41875.0}",0.0,
my_yaka,my yaka sitesi,1,4,"{""my yaka sitesi"": 34000.0}",0.0,
kolayli_karsiyaka,kolayli karsiyaka sitesi,1,1,"{""kolayli karsiyaka sitesi"": 42424.24}",0.0,
ust_deniz_manzarali_asansorlu,ust kat deniz manzarali asansorlu site,1,1,"{""ust kat deniz manzarali asansorlu site"": 32379.31}",0.0,
ustpark_afraze,ustpark afraze | ustpark afraze evleri sitesi,2,10,"{""ustpark afraze"": 40726.26, ""ustpark afraze evleri sitesi"": 42750.0}",2023.739999999998,
yakut_konaklari,yakut konaklari sitesi,1,2,"{""yakut konaklari sitesi"": 35731.979999999996}",0.0,
ust_park_atakent,ust park atakent,1,2,"{""ust park atakent"": 37931.035}",0.0,
bahcekent_konutlari,bahcekent | bahcekent konutlari,2,21,"{""bahcekent konutlari"": 35000.0, ""bahcekent"": 30775.864999999998}",4224.135000000002,
zeray_korupark,zeray korupark,1,6,"{""zeray korupark"": 46161.149999999994}",0.0,
yuvana_evleri,yuvana | yuvana evleri,2,12,"{""yuvana evleri"": 33333.33, ""yuvana"": 28104.58}",5228.75,
fatih_mahallesinde,basiskele fatih mahallesinde site,1,2,"{""basiskele fatih mahallesinde site"": 44005.715}",0.0,
zeraykent_yuvacik,zeraykent yuvacik,1,7,"{""zeraykent yuvacik"": 39024.39}",0.0,
my_house_yuvacik,my house yuvacik | my house yuvacik sitesi,2,3,"{""my house yuvacik sitesi"": 36694.445, ""my house yuvacik"": 36250.0}",444.4449999999997,
may_kent_2,may kent 2 sitesi,1,2,"{""may kent 2 sitesi"": 29105.605}",0.0,
orka_life_2,orka life 2 sitesi,1,8,"{""orka life 2 sitesi"": 48409.525}",0.0,
royal_country,royal country,1,11,"{""royal country"": 45364.24}",0.0,
armoni_2,armoni 2 evleri,1,1,"{""armoni 2 evleri"": 49583.33}",0.0,
esila_park,esila park sitesi,1,5,"{""esila park sitesi"": 40217.39}",0.0,
mavi_yesil_park,mavi - yesil park,1,4,"{""mavi - yesil park"": 30273.105}",0.0,
yakamoz_konutlari,yakamoz konutlari | yakamoz sitesi,2,9,"{""yakamoz konutlari"": 41562.5, ""yakamoz sitesi"": 30800.0}",10762.5,possible_bad_merge
zeray_perla,zeray perla sitesi,1,16,"{""zeray perla sitesi"": 48812.479999999996}",0.0,
zeray_gunesi,zeray gunesi sitesi,1,28,"{""zeray gunesi sitesi"": 42972.01}",0.0,
ustpark_yuvacik,ustpark yuvacik sitesi,1,2,"{""ustpark yuvacik sitesi"": 42667.46}",0.0,
manar_yuvacik_3,manar yuvacik 3,1,2,"{""manar yuvacik 3"": 40111.365000000005}",0.0,
aurapark,aurapark | aurapark sitesi,2,4,"{""aurapark sitesi"": 35902.775, ""aurapark"": 42500.0}",6597.2249999999985,
fatih_mah,basiskele fatih mah. site,1,1,"{""basiskele fatih mah. site"": 28275.86}",0.0,
doga,doga evleri | doga sitesi,2,5,"{""doga evleri"": 33958.33, ""doga sitesi"": 31298.465}",2659.8650000000016,
caglayan_modern_yuvacik,caglayan modern yuvacik,1,1,"{""caglayan modern yuvacik"": 41900.0}",0.0,
vadi_yuvacik,vadi yuvacik sitesi,1,1,"{""vadi yuvacik sitesi"": 37142.86}",0.0,
aydinkent_kalici_konutlari_20_ada,aydinkent kalici konutlari 20 ada,1,1,"{""aydinkent kalici konutlari 20 ada"": 34000.0}",0.0,
manar_terrace,manar terrace,1,2,"{""manar terrace"": 40307.92}",0.0,
yuvacik_pasadagi_mh,yuvacik pasadagi mh. site,1,1,"{""yuvacik pasadagi mh. site"": 57241.38}",0.0,
royal_city_akkurt,akkurt royal city | royal city akkurt,2,11,"{""royal city akkurt"": 37180.655, ""akkurt royal city"": 36861.31}",319.34500000000116,
ust_park_yuvacik,ust park yuvacik,1,3,"{""ust park yuvacik"": 36416.18}",0.0,
panoramakent_4,panoramakent 4,1,3,"{""panoramakent 4"": 51442.31}",0.0,
pasadagi,pasadagi evleri,1,1,"{""pasadagi evleri"": 36756.76}",0.0,
basiskele_fatih,acil basiskele'fatih mah site,1,1,"{""acil basiskele'fatih mah site"": 43062.5}",0.0,
ritim_vadi_evleri,ritim vadi evleri,1,4,"{""ritim vadi evleri"": 32557.47}",0.0,
ustgrup_lifeside,ustgrup lifeside,1,3,"{""ustgrup lifeside"": 57692.31}",0.0,
lotus,lotus evleri,1,2,"{""lotus evleri"": 53273.81}",0.0,
manar_yuvacik,manar yuvacik,1,2,"{""manar yuvacik"": 40638.57}",0.0,
akasya_modern,akasya modern evleri,1,2,"{""akasya modern evleri"": 28847.22}",0.0,
zeray_kent,zeray kent,1,4,"{""zeray kent"": 45434.21}",0.0,
derin_den_yatirim_firsati,derin'den yatirim firsati site,1,1,"{""derin'den yatirim firsati site"": 21467.39}",0.0,
invest_globalden_zeray_kent,invest globalden zeray kent,1,1,"{""invest globalden zeray kent"": 33333.33}",0.0,
aydinkent,aydinkent konutlari,1,1,"{""aydinkent konutlari"": 27727.27}",0.0,
secret_garden,secret garden,1,2,"{""secret garden"": 42666.665}",0.0,
akademik_elit_park,akademik elit park,1,4,"{""akademik elit park"": 49090.91}",0.0,
terra_nova,terra nova evleri,1,3,"{""terra nova evleri"": 45000.0}",0.0,
may_city,may city sitesi,1,1,"{""may city sitesi"": 33148.15}",0.0,
lotus_mahza,lotus mahza,1,2,"{""lotus mahza"": 43876.78999999999}",0.0,
kw_arven_den_ted_kolejine_komsu_havuzlu,kw arven'den ted kolejine komsu havuzlu site,1,1,"{""kw arven'den ted kolejine komsu havuzlu site"": 30937.5}",0.0,
vizyon_dan,vizyon'dan site,1,1,"{""vizyon'dan site"": 44142.86}",0.0,
parla_100_yil,basiskele parla 100. yil sitesi | parla 100. yil sitesi,2,3,"{""parla 100. yil sitesi"": 48611.11, ""basiskele parla 100. yil sitesi"": 50000.0}",1388.8899999999994,
pasadag_mh_de_konsept_talha_park,pasadag mh'de konsept talha park,1,1,"{""pasadag mh'de konsept talha park"": 41807.91}",0.0,
yuvacik_doga,yuvacik doga evleri,1,1,"{""yuvacik doga evleri"": 32333.33}",0.0,
tinaztepede,basiskele tinaztepede site,1,1,"{""basiskele tinaztepede site"": 48843.28}",0.0,
listing_portal,listing_portal satilik site,1,1,"{""listing_portal satilik site"": 38823.53}",0.0,
temizel_tepe_loft,temizel tepe loft,1,1,"{""temizel tepe loft"": 52777.78}",0.0,
yuvacik_eksioglu_metsan,yuvacik eksioglu metsan evleri,1,1,"{""yuvacik eksioglu metsan evleri"": 54597.7}",0.0,
yuvacik_manar,yuvacik manar sitesi,1,1,"{""yuvacik manar sitesi"": 43846.15}",0.0,
mahall_yuvacik_2,mahall yuvacik 2,1,3,"{""mahall yuvacik 2"": 41666.67}",0.0,
emar_delux_yuvacik,emar delux yuvacik,1,4,"{""emar delux yuvacik"": 36950.759999999995}",0.0,
kredili_dusuk_faiz_yuksek_konforlu,konut kredili dusuk faiz yuksek konforlu site,1,1,"{""konut kredili dusuk faiz yuksek konforlu site"": 50000.0}",0.0,
yuvacik_kalici_konutlari_2_ada,yuvacik kalici konutlari 2 ada,1,2,"{""yuvacik kalici konutlari 2 ada"": 32663.635000000002}",0.0,
yesilyurt_mah_durupark,basiskele yesilyurt mah.durupark evleri,1,1,"{""basiskele yesilyurt mah.durupark evleri"": 48058.25}",0.0,
teras_marmara,teras marmara,1,4,"{""teras marmara"": 44152.05}",0.0,
bloklu_butik,bloklu butik site,1,1,"{""bloklu butik site"": 34160.0}",0.0,
asrin,asrin evleri sitesi | asrin sitesi,2,4,"{""asrin evleri sitesi"": 42857.14, ""asrin sitesi"": 38695.65}",4161.489999999998,
durupark,durupark evleri sitesi,1,1,"{""durupark evleri sitesi"": 41739.13}",0.0,
royal_life,royal life sitesi,1,3,"{""royal life sitesi"": 53448.28}",0.0,
yuvacik_ta_prestijli,yuvacik'ta prestijli site,1,1,"{""yuvacik'ta prestijli site"": 35714.29}",0.0,
alizepark_city,alizepark city | alizepark city sitesi,2,5,"{""alizepark city sitesi"": 42857.14, ""alizepark city"": 47466.04}",4608.9000000000015,
basiskele_de_butik,basiskele'de butik site,1,1,"{""basiskele'de butik site"": 41903.23}",0.0,
panoramakent_3,panoramakent 3,1,1,"{""panoramakent 3"": 54166.67}",0.0,
mamik_reform,mamik reform,1,8,"{""mamik reform"": 44964.945}",0.0,
duru_park,duru park evleri,1,3,"{""duru park evleri"": 35900.0}",0.0,
gun_isigi,gun isigi sitesi,1,1,"{""gun isigi sitesi"": 35652.17}",0.0,
yesilyurt_mahallesin_de,basiskele yesilyurt mahallesin'de site,1,1,"{""basiskele yesilyurt mahallesin'de site"": 32708.33}",0.0,
bulvar,bulvar basiskele sitesi,1,2,"{""bulvar basiskele sitesi"": 51688.655}",0.0,
yuvacik_kalici_konutlari_10_ada,yuvacik kalici konutlari 10 ada,1,1,"{""yuvacik kalici konutlari 10 ada"": 27333.33}",0.0,
anatolia,anatolia evleri,1,1,"{""anatolia evleri"": 45112.78}",0.0,
panoramakent_1,panoramakent 1 | panoramakent 1 sitesi,2,5,"{""panoramakent 1"": 46000.0, ""panoramakent 1 sitesi"": 44479.17}",1520.8300000000017,
mamik_life,mamik life sitesi,1,2,"{""mamik life sitesi"": 41660.08}",0.0,
erenoglu_gm_den,erenoglu gm'den satilik site,1,1,"{""erenoglu gm'den satilik site"": 60185.19}",0.0,
orka_life,orka life | orka life sitesi,2,3,"{""orka life sitesi"": 53081.7, ""orka life"": 63636.36}",10554.660000000003,possible_bad_merge
aydinkent_kalici,aydinkent kalici konutlari,1,1,"{""aydinkent kalici konutlari"": 30909.09}",0.0,
basiskele_de_asev_muhit,basiskele'de asev muhit sitesi,1,1,"{""basiskele'de asev muhit sitesi"": 53333.33}",0.0,
terasta_life,terasta life,1,1,"{""terasta life"": 36363.64}",0.0,
yuvacik_kalici_konutlari_1_ada,yuvacik kalici konutlari 1 ada,1,1,"{""yuvacik kalici konutlari 1 ada"": 34347.83}",0.0,
asansorlu_butik,arakat asansorlu butik site,1,1,"{""arakat asansorlu butik site"": 39600.0}",0.0,
panoramakent_2,panoramakent 2 sitesi,1,2,"{""panoramakent 2 sitesi"": 46385.35}",0.0,
yuksek_giris_butik,yuksek giris butik site,1,1,"{""yuksek giris butik site"": 35000.0}",0.0,
erguder,erguder sitesi,1,2,"{""erguder sitesi"": 22527.175}",0.0,
ocak,ocak sitesi,1,2,"{""ocak sitesi"": 24741.665}",0.0,
oz_mercan,oz mercan sitesi,1,1,"{""oz mercan sitesi"": 22461.54}",0.0,
degirmendere_konaklari,degirmendere konaklari | degirmendere konaklari sitesi,2,2,"{""degirmendere konaklari sitesi"": 26111.11, ""degirmendere konaklari"": 40800.0}",14688.89,possible_bad_merge
sengun,sengun sitesi,1,2,"{""sengun sitesi"": 24589.29}",0.0,
degirmendere_ervatan,degirmendere ervatan sitesi,1,1,"{""degirmendere ervatan sitesi"": 24964.29}",0.0,
kurtulus,kurtulus sitesi,1,3,"{""kurtulus sitesi"": 20869.57}",0.0,
ervatan,ervatan sitesi,1,2,"{""ervatan sitesi"": 26974.355000000003}",0.0,
bati_mercan,bati mercan sitesi,1,1,"{""bati mercan sitesi"": 20384.62}",0.0,
ozgururkent,ozgururkent sitesi,1,2,"{""ozgururkent sitesi"": 38305.555}",0.0,
dadaslar,dadaslar sitesi,1,1,"{""dadaslar sitesi"": 24074.07}",0.0,
aylan_1,aylan 1 sitesi,1,1,"{""aylan 1 sitesi"": 30384.62}",0.0,
uydu_kent,uydu kent,1,1,"{""uydu kent"": 26071.43}",0.0,
supark_royal,supark royal,1,1,"{""supark royal"": 48181.82}",0.0,
vadi_degirmendere,vadi degirmendere,1,9,"{""vadi degirmendere"": 43918.92}",0.0,
rakicioglu_sitesi_2,rakicioglu sitesi 2,1,3,"{""rakicioglu sitesi 2"": 41500.0}",0.0,
akyuz,akyuz sitesi,1,1,"{""akyuz sitesi"": 33333.33}",0.0,
mercan_bagkent,mercan bagkent sitesi,1,4,"{""mercan bagkent sitesi"": 29940.48}",0.0,
hasdayi,hasdayi sitesi,1,3,"{""hasdayi sitesi"": 28260.87}",0.0,
true_life,true life,1,6,"{""true life"": 23800.905}",0.0,
elit_park,elit park sitesi,1,2,"{""elit park sitesi"": 45825.06}",0.0,
turkuaz,turkuaz evleri,1,2,"{""turkuaz evleri"": 40625.0}",0.0,
degirmendere_de,degirmendere'de satilik site,1,1,"{""degirmendere'de satilik site"": 20000.0}",0.0,
zumrut_evler,zumrut evler sitesi,1,1,"{""zumrut evler sitesi"": 21296.3}",0.0,
bagkur,bagkur sitesi,1,1,"{""bagkur sitesi"": 26000.0}",0.0,
demirsoy,demirsoy sitesi,1,3,"{""demirsoy sitesi"": 20000.0}",0.0,
azra_6,azra 6 sitesi,1,2,"{""azra 6 sitesi"": 37973.119999999995}",0.0,
revna_life,revna life,1,1,"{""revna life"": 45517.24}",0.0,
degirmendere_merkezi_konum_evim_kent,degirmendere merkezi konum evim kent,1,1,"{""degirmendere merkezi konum evim kent"": 19200.0}",0.0,
degirmendere_de_deniz_manzarali_havuzlu,degirmendere'de deniz manzarali havuzlu site,1,1,"{""degirmendere'de deniz manzarali havuzlu site"": 46666.67}",0.0,
75_yil,75. yil sitesi,1,1,"{""75. yil sitesi"": 30000.0}",0.0,
guler_sabanci,guler sabanci sitesi,1,1,"{""guler sabanci sitesi"": 41200.0}",0.0,
beyaz_saraylar,beyaz saraylar sitesi,1,1,"{""beyaz saraylar sitesi"": 36250.0}",0.0,
rakicioglu,rakicioglu sitesi,1,1,"{""rakicioglu sitesi"": 27517.24}",0.0,
uplife_topcular,uplife topcular sitesi,1,1,"{""uplife topcular sitesi"": 43750.0}",0.0,
deniz_as,deniz as sitesi,1,3,"{""deniz as sitesi"": 18000.0}",0.0,
sahan_torunogullari,sahan torunogullari sitesi,1,2,"{""sahan torunogullari sitesi"": 45662.075}",0.0,
cakiroglu_prestij_park,cakiroglu prestij park,1,1,"{""cakiroglu prestij park"": 30357.14}",0.0,
toki_sivritepe,toki sivritepe konutlari,1,7,"{""toki sivritepe konutlari"": 40294.12}",0.0,
sarayli,sarayli konutlari,1,1,"{""sarayli konutlari"": 30454.55}",0.0,
muhammet_ali_torunogullari,muhammet ali torunogullari sitesi,1,1,"{""muhammet ali torunogullari sitesi"": 36538.46}",0.0,
sehir,yeni sehir sitesi,1,1,"{""yeni sehir sitesi"": 25416.67}",0.0,
golcuk_kavanium_2,golcuk kavanium 2 etap,1,2,"{""golcuk kavanium 2 etap"": 58239.245}",0.0,
sirinkent_kalici_konutlari_30_ada,sirinkent kalici konutlari 30. ada,1,2,"{""sirinkent kalici konutlari 30. ada"": 30944.445}",0.0,
balaban,balaban sitesi,1,1,"{""balaban sitesi"": 37750.0}",0.0,
mavi_sehir,mavi sehir,1,15,"{""mavi sehir"": 34659.09}",0.0,
ihsaniye_de,ihsaniye'de site,1,1,"{""ihsaniye'de site"": 40555.56}",0.0,
toki,satilik daire toki konutlari | toki konutlari,2,2,"{""toki konutlari"": 31666.67, ""satilik daire toki konutlari"": 35909.09}",4242.419999999998,
ford,ford konutlari,1,1,"{""ford konutlari"": 26818.18}",0.0,
remaxcakra_omer_onayci_dan,remaxcakra omer onayci'dan site,1,1,"{""remaxcakra omer onayci'dan site"": 39166.67}",0.0,
ara_sifir,ara kat sifir site,1,1,"{""ara kat sifir site"": 35416.67}",0.0,
bogazici_ihsaniye_1,bogazici ihsaniye 1. etap,1,1,"{""bogazici ihsaniye 1. etap"": 42857.14}",0.0,
tolga,tolga sitesi,1,2,"{""tolga sitesi"": 20751.22}",0.0,
yalik_mahallede,yalik yeni mahallede site,1,1,"{""yalik yeni mahallede site"": 34375.0}",0.0,
sinirsiz_kredi_imkanli,sinirsiz kredi imkanli site,1,1,"{""sinirsiz kredi imkanli site"": 30000.0}",0.0,
subasi,subasi konutlari,1,1,"{""subasi konutlari"": 35789.47}",0.0,
bayindirlik_kalici_konutlari_539_ada,bayindirlik kalici konutlari 539. ada,1,1,"{""bayindirlik kalici konutlari 539. ada"": 26923.08}",0.0,
kavanium_2,kavanium 2. etap,1,4,"{""kavanium 2. etap"": 43833.335}",0.0,
olkar_safir,olkar safir,1,2,"{""olkar safir"": 38406.415}",0.0,
dogakent,dogakent sitesi,1,1,"{""dogakent sitesi"": 35897.44}",0.0,
80_ine_kredi_imkamli,80 ine kredi imkamli site,1,1,"{""80 ine kredi imkamli site"": 40526.32}",0.0,
luxury_sea_suit,luxury sea suit,1,1,"{""luxury sea suit"": 45614.04}",0.0,
baris_park_evleri_1,baris park evleri 1,1,2,"{""baris park evleri 1"": 43389.53999999999}",0.0,
otoparkli,otoparkli site,1,1,"{""otoparkli site"": 37500.0}",0.0,
ulasli_yesilkent,ulasli yesilkent sitesi,1,1,"{""ulasli yesilkent sitesi"": 22307.69}",0.0,
cb_envoy_dan_golcuk_yazlik_ta,cb envoy'dan golcuk yazlik'ta site,1,1,"{""cb envoy'dan golcuk yazlik'ta site"": 42045.45}",0.0,
olkar_vadi,olkar vadi evleri,1,1,"{""olkar vadi evleri"": 35405.41}",0.0,
ema_emlak_karakopru_mah_vip,ema emlak karakopru mah. vip sit,1,1,"{""ema emlak karakopru mah. vip sit"": 39473.68}",0.0,
ciftlik_mahallesinde,ciftlik mahallesinde site,1,1,"{""ciftlik mahallesinde site"": 36818.18}",0.0,
baris_vizyon_deluxe_3,baris vizyon deluxe 3,1,2,"{""baris vizyon deluxe 3"": 51111.11}",0.0,
supark_arcadia,supark arcadia,1,1,"{""supark arcadia"": 44230.77}",0.0,
demet,demet sitesi,1,1,"{""demet sitesi"": 22692.31}",0.0,
baris_vizyon_deluxe,baris vizyon deluxe,1,1,"{""baris vizyon deluxe"": 45454.55}",0.0,
sehri_torunoglu,sehri torunoglu sitesi,1,4,"{""sehri torunoglu sitesi"": 36766.95}",0.0,
ciftlik_mahallesi_nde,ciftlik mahallesi'nde site,1,1,"{""ciftlik mahallesi'nde site"": 46500.0}",0.0,
sirinkoy_toki,sirinkoy toki konutlari,1,1,"{""sirinkoy toki konutlari"": 34726.32}",0.0,
ilica_evleri_3,ilica evleri 3,1,2,"{""ilica evleri 3"": 27663.394999999997}",0.0,
full_deniz_manzarali,full deniz manzarali site,1,1,"{""full deniz manzarali site"": 25483.87}",0.0,
kolayli_1,kolayli 1 sitesi,1,1,"{""kolayli 1 sitesi"": 47222.22}",0.0,
ozgul_evler,ozgul evler sitesi,1,3,"{""ozgul evler sitesi"": 46750.0}",0.0,
cam,cam sitesi,1,1,"{""cam sitesi"": 46000.0}",0.0,
zumrut_2,zumrut 2 sitesi,1,1,"{""zumrut 2 sitesi"": 51339.29}",0.0,
onurkent,onurkent sitesi,1,1,"{""onurkent sitesi"": 37857.14}",0.0,
hetas_konaklari,hetas konaklari sitesi,1,2,"{""hetas konaklari sitesi"": 55000.0}",0.0,
torpidocular,torpidocular sitesi,1,1,"{""torpidocular sitesi"": 30769.23}",0.0,
clover_premium,clover premium,1,1,"{""clover premium"": 42812.5}",0.0,
cevizli_vadi,cevizli vadi evleri,1,1,"{""cevizli vadi evleri"": 45000.0}",0.0,
yaylacik_mh_de_havuzlu,basiskele yaylacik mh.'de havuzlu site,1,1,"{""basiskele yaylacik mh.'de havuzlu site"": 46333.33}",0.0,
kullar_yakacik_ta_kacirilmayacak_butik,basiskele kullar yakacik'ta kacirilmayacak butik site,1,1,"{""basiskele kullar yakacik'ta kacirilmayacak butik site"": 44285.71}",0.0,
kuba,kuba sitesi,1,1,"{""kuba sitesi"": 28461.54}",0.0,
kucuk_yali,kucuk yali evleri sitesi,1,1,"{""kucuk yali evleri sitesi"": 45145.63}",0.0,
aydinkent_kalici_konutlari_19_ada,aydinkent kalici konutlari 19 ada,1,1,"{""aydinkent kalici konutlari 19 ada"": 30454.55}",0.0,
barbaros_mah,basiskele barbaros mah. site,1,1,"{""basiskele barbaros mah. site"": 30962.34}",0.0,
yuvacikta,basiskele yuvacikta site,1,1,"{""basiskele yuvacikta site"": 57500.0}",0.0,
cb_mahall_den_tinaztepede,cb mahall'den tinaztepede site,1,1,"{""cb mahall'den tinaztepede site"": 31750.0}",0.0,
merkezde_essiz_bir,merkezde essiz bir proje,1,1,"{""merkezde essiz bir proje"": 56666.67}",0.0,
pasadag_100_yil_parla,basiskele pasadag 100. yil parla sit,1,1,"{""basiskele pasadag 100. yil parla sit"": 50000.0}",0.0,
golcuk_ihsaniye_balaban_yasam,golcuk ihsaniye balaban yasam sitesi,1,1,"{""golcuk ihsaniye balaban yasam sitesi"": 45112.78}",0.0,
flora,flora sitesi,1,1,"{""flora sitesi"": 44333.33}",0.0,
full_tadilatli_17000tl_kiracili,full tadilatli 17000tl kiracili site,1,1,"{""full tadilatli 17000tl kiracili site"": 22307.69}",0.0,
emek,emek sitesi,1,1,"{""emek sitesi"": 27314.81}",0.0,
versay_yamac_evler,versay yamac evler sitesi,1,2,"{""versay yamac evler sitesi"": 34241.495}",0.0,
yildirim,yildirim sitesi,1,1,"{""yildirim sitesi"": 27586.21}",0.0,
bogazici_3,bogazici 3. etap sitesi,1,1,"{""bogazici 3. etap sitesi"": 30967.74}",0.0,
hisar,hisar evleri,1,1,"{""hisar evleri"": 42000.0}",0.0,
sivritepe_denizevler_toki,sivritepe denizevler toki konutlari,1,1,"{""sivritepe denizevler toki konutlari"": 40000.0}",0.0,
yildizevler,yildizevler sitesi,1,1,"{""yildizevler sitesi"": 26041.67}",0.0,
sirinkoy_kalici_konutlari_4_ada,sirinkoy kalici konutlari 4. ada,1,1,"{""sirinkoy kalici konutlari 4. ada"": 33222.22}",0.0,
karcity,karcity,1,6,"{""karcity"": 53461.54}",0.0,
hursoy_nefes_kartepe,hursoy nefes kartepe sitesi,1,2,"{""hursoy nefes kartepe sitesi"": 62726.815}",0.0,
kartepe_fsm_de_havuzlu_guvenlikli,kartepe fsm de havuzlu guvenlikli site,1,1,"{""kartepe fsm de havuzlu guvenlikli site"": 37321.43}",0.0,
sudeks_dorukkent_sitesi_1,sudeks dorukkent sitesi 1,1,4,"{""sudeks dorukkent sitesi 1"": 34930.555}",0.0,
mahal_kartepe,mahal kartepe,1,17,"{""mahal kartepe"": 52153.11}",0.0,
kartepe_konaklari,kartepe konaklari,1,5,"{""kartepe konaklari"": 31250.0}",0.0,
forum_anatolia,forum anatolia,1,12,"{""forum anatolia"": 34704.965}",0.0,
guldeste_sitesi_2,guldeste sitesi 2,1,1,"{""guldeste sitesi 2"": 30588.24}",0.0,
mona_vadi,mona vadi,1,3,"{""mona vadi"": 31276.6}",0.0,
beykoz_evleri_1,beykoz evleri 1,1,7,"{""beykoz evleri 1"": 32100.0}",0.0,
meltem,meltem sitesi,1,1,"{""meltem sitesi"": 35769.23}",0.0,
green_life_1,green life 1,1,1,"{""green life 1"": 54814.81}",0.0,
zeray_effect_kartepe,zeray effect kartepe,1,4,"{""zeray effect kartepe"": 48863.634999999995}",0.0,
mercan,mercan konutlari,1,2,"{""mercan konutlari"": 40416.665}",0.0,
kartepe_fsm_de,kartepe fsm mah de site | kartepe fsm'de site,2,3,"{""kartepe fsm mah de site"": 50952.38, ""kartepe fsm'de site"": 37451.295}",13501.085,possible_bad_merge
sehri_elizan_evleri_2,sehri elizan evleri 2,1,1,"{""sehri elizan evleri 2"": 42777.78}",0.0,
dosteller,dosteller sitesi,1,2,"{""dosteller sitesi"": 36041.665}",0.0,
sudeks_dorukkent_sitesi_2,sudeks dorukkent sitesi 2,1,4,"{""sudeks dorukkent sitesi 2"": 36266.67}",0.0,
