canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
kartepe::forum_anatolia,forum anatolia,1,3,"{""forum anatolia"": 31362.01}",0.0,,kartepe
kartepe::ertugrul_gazi_de,ertugrul gazi'de site,1,1,"{""ertugrul gazi'de site"": 57727.27}",0.0,,kartepe
kartepe::kartepe_cadde_life,kartepe cadde life sitesi,1,2,"{""kartepe cadde life sitesi"": 38029.56}",0.0,,kartepe
kartepe::deallife_dan_hasanpasada_butik,deallife'dan hasanpasada butik site,1,1,"{""deallife'dan hasanpasada butik site"": 35714.29}",0.0,,kartepe
kartepe::kartepe_aslanbey_vera_life,kartepe aslanbey vera life sitesi,1,1,"{""kartepe aslanbey vera life sitesi"": 30526.32}",0.0,,kartepe
kartepe::kartepe_fsm_mah,kartepe fsm.mah site,1,1,"{""kartepe fsm.mah site"": 36785.71}",0.0,,kartepe
kartepe::beykoz_evleri_1,beykoz evleri 1,1,3,"{""beykoz evleri 1"": 36842.11}",0.0,,kartepe
kartepe::atakent_evleri_132_ada,atakent evleri 132. ada,1,1,"{""atakent evleri 132. ada"": 39987.5}",0.0,,kartepe
kartepe::atakent_evleri_152_ada,atakent evleri 152. ada,1,1,"{""atakent evleri 152. ada"": 45652.17}",0.0,,kartepe
izmit::yildizlar_tepesi,yildizlar tepesi,1,1,"{""yildizlar tepesi"": 49090.91}",0.0,,izmit
izmit::mimkon_yasam,mimkon yasam sitesi,1,1,"{""mimkon yasam sitesi"": 43076.92}",0.0,,izmit
izmit::pirelli,pirelli blok evleri sitesi,1,1,"{""pirelli blok evleri sitesi"": 35384.62}",0.0,,izmit
izmit::iremkent,iremkent sitesi,1,1,"{""iremkent sitesi"": 20740.74}",0.0,,izmit
izmit::toki_arizli,toki arizli konutlari,1,5,"{""toki arizli konutlari"": 30000.0}",0.0,,izmit
izmit::pinar,pinar sitesi,1,1,"{""pinar sitesi"": 29500.0}",0.0,,izmit
izmit::mamikler,mamikler sitesi,1,1,"{""mamikler sitesi"": 40434.78}",0.0,,izmit
izmit::sunrise_yesilova,sunrise yesilova,1,1,"{""sunrise yesilova"": 60000.0}",0.0,,izmit
izmit::zeray_dora_hill,zeray dora hill,1,1,"{""zeray dora hill"": 50735.29}",0.0,,izmit
izmit::ara,ara kat daire site,1,1,"{""ara kat daire site"": 46315.79}",0.0,,izmit
izmit::yuvam_akarca_evleri_10_ada,yuvam izmit akarca evleri 10. ada,1,1,"{""yuvam izmit akarca evleri 10. ada"": 37529.41}",0.0,,izmit
izmit::akkus,akkus sitesi,1,2,"{""akkus sitesi"": 34491.229999999996}",0.0,,izmit
izmit::turkuaz_park,turkuaz park,1,1,"{""turkuaz park"": 67647.06}",0.0,,izmit
izmit::selale,selale evleri,1,1,"{""selale evleri"": 48484.85}",0.0,,izmit
izmit::yelkent_tetra,yelkent tetra sitesi,1,1,"{""yelkent tetra sitesi"": 48125.0}",0.0,,izmit
izmit::kavan_life_gundogdu,kavan life gundogdu,1,1,"{""kavan life gundogdu"": 39388.89}",0.0,,izmit
izmit::tepekoy_toki_konutlari_191_ada,tepekoy toki konutlari 191. ada,1,1,"{""tepekoy toki konutlari 191. ada"": 43750.0}",0.0,,izmit
izmit::humeyra_park,humeyra park evleri sitesi,1,1,"{""humeyra park evleri sitesi"": 45384.62}",0.0,,izmit
izmit::yuvam_turgut_toplu,yuvam turgut toplu konutlari,1,3,"{""yuvam turgut toplu konutlari"": 33166.67}",0.0,,izmit
izmit::bagcesme_modern,bagcesme modern evleri,1,1,"{""bagcesme modern evleri"": 50000.0}",0.0,,izmit
izmit::kent_konutlari_3,izmit kent konutlari 3. etap,1,1,"{""izmit kent konutlari 3. etap"": 42941.18}",0.0,,izmit
izmit::yahya_kaptan,yahya kaptan konutlari sitesi,1,1,"{""yahya kaptan konutlari sitesi"": 56842.11}",0.0,,izmit
izmit::kent_konutlari_2,izmit kent konutlari 2. etap,1,2,"{""izmit kent konutlari 2. etap"": 39792.880000000005}",0.0,,izmit
izmit::maykon_smart_plus,maykon smart plus evleri,1,1,"{""maykon smart plus evleri"": 52238.81}",0.0,,izmit
izmit::umutkent,umutkent konutlari sitesi,1,1,"{""umutkent konutlari sitesi"": 54285.71}",0.0,,izmit
izmit::visinya,visinya evleri,1,1,"{""visinya evleri"": 35360.82}",0.0,,izmit
izmit::remax_bagcesme_orhan_mh,remax'bagcesme orhan mh site,1,1,"{""remax'bagcesme orhan mh site"": 36521.74}",0.0,,izmit
izmit::ufuk,ufuk sitesi,1,1,"{""ufuk sitesi"": 29166.67}",0.0,,izmit
izmit::bagcesme_kavanium,bagcesme kavanium sitesi,1,1,"{""bagcesme kavanium sitesi"": 42761.9}",0.0,,izmit
basiskele::twinkle_life,twinkle life sitesi,1,2,"{""twinkle life sitesi"": 43676.134999999995}",0.0,,basiskele
basiskele::ustpark_afraze,ustpark afraze,1,1,"{""ustpark afraze"": 37916.67}",0.0,,basiskele
basiskele::altin_vadi,altin vadi evleri sitesi,1,4,"{""altin vadi evleri sitesi"": 32863.775}",0.0,,basiskele
basiskele::elitium_park,elitium park evleri,1,2,"{""elitium park evleri"": 35013.92}",0.0,,basiskele
basiskele::isil,isil sitesi,1,1,"{""isil sitesi"": 32692.31}",0.0,,basiskele
basiskele::erguvan_konaklari,erguvan konaklari,1,1,"{""erguvan konaklari"": 37777.78}",0.0,,basiskele
basiskele::villa_liva,villa liva,1,1,"{""villa liva"": 55769.23}",0.0,,basiskele
basiskele::kardelen,kardelen sitesi,1,1,"{""kardelen sitesi"": 32300.88}",0.0,,basiskele
basiskele::platinium,platinium evleri,1,1,"{""platinium evleri"": 36176.47}",0.0,,basiskele
basiskele::panorama_3,panorama 3 sitesi,1,1,"{""panorama 3 sitesi"": 68780.49}",0.0,,basiskele
basiskele::yesilyurt,basiskele yesilyurt site,1,1,"{""basiskele yesilyurt site"": 41935.48}",0.0,,basiskele
basiskele::mona_vadi,mona vadi,1,1,"{""mona vadi"": 31276.6}",0.0,,basiskele
basiskele::panoramakent_2,panoramakent 2 sitesi,1,1,"{""panoramakent 2 sitesi"": 45000.0}",0.0,,basiskele
basiskele::cb_envoy_dan_yesilyurt_mah,cb envoy'dan yesilyurt mah. site,1,1,"{""cb envoy'dan yesilyurt mah. site"": 35344.83}",0.0,,basiskele
basiskele::duru_park,duru park evleri,1,1,"{""duru park evleri"": 48058.25}",0.0,,basiskele
basiskele::memur_sen,memur-sen sitesi,1,1,"{""memur-sen sitesi"": 28500.0}",0.0,,basiskele
basiskele::zeray_perla,zeray perla sitesi,1,2,"{""zeray perla sitesi"": 53210.14}",0.0,,basiskele
basiskele::pasadag_mah_full_deniz_manzarali,basiskele pasadag mah. full deniz manzarali site,1,1,"{""basiskele pasadag mah. full deniz manzarali site"": 46470.59}",0.0,,basiskele
basiskele::supark_megaron,supark megaron,1,1,"{""supark megaron"": 41319.44}",0.0,,basiskele
basiskele::boyunegmez_yasam,boyunegmez yasam evleri,1,1,"{""boyunegmez yasam evleri"": 35384.62}",0.0,,basiskele
basiskele::dongelde,dongelde site,1,1,"{""dongelde site"": 30774.19}",0.0,,basiskele
basiskele::havuzlu,daire havuzlu site,1,1,"{""daire havuzlu site"": 55625.0}",0.0,,basiskele
basiskele::oluklu_life,oluklu life sitesi,1,1,"{""oluklu life sitesi"": 37591.24}",0.0,,basiskele
kartepe::onur,onur sitesi,1,1,"{""onur sitesi"": 29615.38}",0.0,,kartepe
kartepe::kartepe_konutlari_2,kartepe konutlari 2. etap,1,2,"{""kartepe konutlari 2. etap"": 43703.7}",0.0,,kartepe
kartepe::tuana_evleri_1,tuana evleri 1 sitesi,1,1,"{""tuana evleri 1 sitesi"": 41500.0}",0.0,,kartepe
kartepe::ena_gayrimenkulden_kartepe_s_royal2,ena gayrimenkulden kartepe s.royal2 sit,1,1,"{""ena gayrimenkulden kartepe s.royal2 sit"": 48000.0}",0.0,,kartepe
kartepe::kartepe_dumlupinar_ritim_naz,kartepe dumlupinar ritim naz residence,1,1,"{""kartepe dumlupinar ritim naz residence"": 49324.32}",0.0,,kartepe
kartepe::garden_kartepe_2,garden kartepe 2 sitesi,1,1,"{""garden kartepe 2 sitesi"": 36875.0}",0.0,,kartepe
kartepe::zeray_esil,zeray esil,1,5,"{""zeray esil"": 43465.91}",0.0,,kartepe
kartepe::my_life_kartepe,my life kartepe,1,1,"{""my life kartepe"": 51058.2}",0.0,,kartepe
kartepe::tuana,tuana evleri,1,3,"{""tuana evleri"": 32307.69}",0.0,,kartepe
kartepe::butik,butik site,1,2,"{""butik site"": 35987.744999999995}",0.0,,kartepe
kartepe::kartepe_serender_park,kartepe serender park,1,1,"{""kartepe serender park"": 30937.5}",0.0,,kartepe
kartepe::mahal_kartepe,mahal kartepe,1,5,"{""mahal kartepe"": 52863.44}",0.0,,kartepe
kartepe::atakoy,atakoy sitesi,1,1,"{""atakoy sitesi"": 31120.0}",0.0,,kartepe
kartepe::modern_2,modern 2 sitesi,1,1,"{""modern 2 sitesi"": 34230.77}",0.0,,kartepe
kartepe::1_69_kredi_icon,1.69 kredi icon residence,1,1,"{""1.69 kredi icon residence"": 57600.0}",0.0,,kartepe
kartepe::kamelya,kamelya sitesi,1,1,"{""kamelya sitesi"": 26071.43}",0.0,,kartepe
kartepe::kartepe,kartepe site,1,1,"{""kartepe site"": 29200.0}",0.0,,kartepe
kartepe::marmara_34,marmara 34 sitesi,1,2,"{""marmara 34 sitesi"": 46196.56}",0.0,,kartepe
kartepe::son_kartepe_fsm_akev,son firsat kartepe fsm akev sitesi,1,2,"{""son firsat kartepe fsm akev sitesi"": 47472.22}",0.0,,kartepe
kartepe::acill_deallife_dan_ataevlerde,acill deallife'dan ataevlerde site,1,1,"{""acill deallife'dan ataevlerde site"": 26821.43}",0.0,,kartepe
kartepe::eksioglu_kardelen,eksioglu izmit kardelen evleri,1,1,"{""eksioglu izmit kardelen evleri"": 24500.0}",0.0,,kartepe
kartepe::boutique_kartepe,boutique kartepe,1,1,"{""boutique kartepe"": 38541.67}",0.0,,kartepe
kartepe::kartepe_atakent,kartepe atakent konutlari,1,1,"{""kartepe atakent konutlari"": 34944.44}",0.0,,kartepe
kartepe::gate_41_masukiye,gate 41 masukiye,1,2,"{""gate 41 masukiye"": 47672.56}",0.0,,kartepe
kartepe::kartepe_konaklari,kartepe konaklari,1,2,"{""kartepe konaklari"": 31339.285}",0.0,,kartepe
kartepe::ozdilek_atakent,ozdilek atakent konutlari,1,1,"{""ozdilek atakent konutlari"": 26923.08}",0.0,,kartepe
kartepe::mk_elegance,mk elegance sitesi,1,1,"{""mk elegance sitesi"": 45428.57}",0.0,,kartepe
kartepe::vefakent_saklibahce,vefakent saklibahce konutlari,1,1,"{""vefakent saklibahce konutlari"": 41333.33}",0.0,,kartepe
kartepe::neff_vizyon,neff vizyon projesi,1,1,"{""neff vizyon projesi"": 44615.38}",0.0,,kartepe
kartepe::hursoy_sitesi_atakent_1,hursoy sitesi atakent 1,1,1,"{""hursoy sitesi atakent 1"": 35000.0}",0.0,,kartepe
kartepe::kent_meydaninda_1_99_krediyle,kent meydaninda 1.99 krediyle site,1,1,"{""kent meydaninda 1.99 krediyle site"": 43809.51}",0.0,,kartepe
kartepe::kartepe_kent_meydaninda,kartepe kent meydaninda site,1,3,"{""kartepe kent meydaninda site"": 46666.67}",0.0,,kartepe
kartepe::konak,konak evleri,1,1,"{""konak evleri"": 33812.95}",0.0,,kartepe
kartepe::kartepe_de_manzarali,kartepe'de manzarali site,1,1,"{""kartepe'de manzarali site"": 32121.21}",0.0,,kartepe
kartepe::adesa,adesa sitesi,1,1,"{""adesa sitesi"": 36423.84}",0.0,,kartepe
kartepe::ekomaxdan_sinirsiz_kredi_asansoru,ekomaxdan sinirsiz kredi asansoru site,1,1,"{""ekomaxdan sinirsiz kredi asansoru site"": 31875.0}",0.0,,kartepe
kartepe::gate_41,gate 41 sitesi,1,1,"{""gate 41 sitesi"": 64634.15}",0.0,,kartepe
kartepe::k_h_eksioglu_insaat_limited_sirketi,k. h. eksioglu insaat limited sirketi,1,1,"{""k. h. eksioglu insaat limited sirketi"": 23250.0}",0.0,,kartepe
kartepe::agkoc_evleri_2,agkoc evleri 2,1,1,"{""agkoc evleri 2"": 29382.35}",0.0,,kartepe
kartepe::derbent_mh,derbent mh site,1,1,"{""derbent mh site"": 31838.24}",0.0,,kartepe
kartepe::ekomax_dan_e_gazi_asansrlu_havzlu,ekomax'dan e.gazi asansrlu havzlu site,1,1,"{""ekomax'dan e.gazi asansrlu havzlu site"": 46333.33}",0.0,,kartepe
kartepe::ritim_kartepe,ritim kartepe konutlari,1,1,"{""ritim kartepe konutlari"": 47627.74}",0.0,,kartepe
kartepe::aras_gayrimenkulden_fsm_de,aras gayrimenkulden fsm'de site,1,1,"{""aras gayrimenkulden fsm'de site"": 42857.14}",0.0,,kartepe
golcuk::dan,dan rezidans,1,1,"{""dan rezidans"": 64375.0}",0.0,,golcuk
golcuk::elit_park,elit park sitesi,1,1,"{""elit park sitesi"": 44230.77}",0.0,,golcuk
golcuk::100_yil_bariser,100. yil bariser sitesi,1,1,"{""100. yil bariser sitesi"": 45000.0}",0.0,,golcuk
golcuk::golcuk_degirmendere_metropolitangreyeffect,golcuk degirmendere metropolitangreyeffect sit,1,1,"{""golcuk degirmendere metropolitangreyeffect sit"": 39052.63}",0.0,,golcuk
golcuk::sirinkent_kalici_konutlari_19_ada,sirinkent kalici konutlari 19. ada,1,1,"{""sirinkent kalici konutlari 19. ada"": 38333.33}",0.0,,golcuk
golcuk::tanyildizdan_golcuk_elit_park,tanyildizdan golcuk elit park,1,1,"{""tanyildizdan golcuk elit park"": 44800.0}",0.0,,golcuk
golcuk::ovunc,ovunc sitesi,1,1,"{""ovunc sitesi"": 33178.57}",0.0,,golcuk
golcuk::bahce_dubleks,bahce dubleks site,1,1,"{""bahce dubleks site"": 30740.74}",0.0,,golcuk
golcuk::olkar_atasehir,olkar atasehir,1,2,"{""olkar atasehir"": 45792.5}",0.0,,golcuk
golcuk::sarayli_kalici_konutlari_182_ada,sarayli kalici konutlari 182. ada,1,1,"{""sarayli kalici konutlari 182. ada"": 33636.36}",0.0,,golcuk
golcuk::deniz_yildizi,deniz yildizi evleri,1,1,"{""deniz yildizi evleri"": 27187.5}",0.0,,golcuk
golcuk::azat_park,azat park evleri,1,1,"{""azat park evleri"": 40000.0}",0.0,,golcuk
golcuk::doga,doga sitesi,1,1,"{""doga sitesi"": 28249.1}",0.0,,golcuk
golcuk::tasdan_premium_city,tasdan premium city,1,1,"{""tasdan premium city"": 51666.67}",0.0,,golcuk
golcuk::topcularda_havuzlu,topcularda havuzlu site,1,1,"{""topcularda havuzlu site"": 39531.25}",0.0,,golcuk
golcuk::ayse_torunogullari,ayse torunogullari sitesi,1,1,"{""ayse torunogullari sitesi"": 39285.71}",0.0,,golcuk
golcuk::seval,seval sitesi,1,1,"{""seval sitesi"": 30588.24}",0.0,,golcuk
golcuk::balaban_city,balaban city sitesi,1,1,"{""balaban city sitesi"": 45454.55}",0.0,,golcuk
golcuk::menekse_park,menekse park evleri,1,1,"{""menekse park evleri"": 30937.5}",0.0,,golcuk
golcuk::golcuk_kavanium_2,golcuk kavanium 2 etap,1,1,"{""golcuk kavanium 2 etap"": 60833.33}",0.0,,golcuk
golcuk::hisareynde,hisareynde site,1,1,"{""hisareynde site"": 36551.72}",0.0,,golcuk
golcuk::orcun_manzara,orcun manzara evleri,1,1,"{""orcun manzara evleri"": 39666.67}",0.0,,golcuk
golcuk::nida_torunogullari,nida torunogullari sitesi,1,1,"{""nida torunogullari sitesi"": 30270.27}",0.0,,golcuk
golcuk::golcuk_degirmendere_orcun,golcuk degirmendere-orcun site,1,1,"{""golcuk degirmendere-orcun site"": 27631.58}",0.0,,golcuk
izmit::cepni_up_town_evleri_2,cepni up town evleri 2. etap,1,2,"{""cepni up town evleri 2. etap"": 39729.604999999996}",0.0,,izmit
izmit::tarcanlardan_bayindirlik,tarcanlardan izmit bayindirlik konutlari,1,1,"{""tarcanlardan izmit bayindirlik konutlari"": 25652.17}",0.0,,izmit
izmit::vere_house_2,vere house 2 sitesi,1,1,"{""vere house 2 sitesi"": 36760.0}",0.0,,izmit
izmit::dora_hill,dora hill sitesi,1,1,"{""dora hill sitesi"": 67934.78}",0.0,,izmit
izmit::lilyum_park_3,lilyum park 3,1,1,"{""lilyum park 3"": 46896.55}",0.0,,izmit
derince::yelkent_korupark,yelkent korupark | yelkent korupark sitesi,2,4,"{""yelkent korupark sitesi"": 68484.85, ""yelkent korupark"": 70937.5}",2452.649999999994,,derince
derince::yildirim_park,yildirim park sitesi,1,3,"{""yildirim park sitesi"": 44642.86}",0.0,,derince
derince::derince_park,derince park evleri,1,3,"{""derince park evleri"": 38307.69}",0.0,,derince
derince::cinarlikent,cinarlikent konutlari,1,8,"{""cinarlikent konutlari"": 46148.46}",0.0,,derince
derince::aytes,aytes konutlari,1,1,"{""aytes konutlari"": 37500.0}",0.0,,derince
derince::esnaflar_kooperatifi,esnaflar kooperatifi,1,1,"{""esnaflar kooperatifi"": 38500.0}",0.0,,derince
derince::yelkent_zirve,yelkent zirve sitesi,1,2,"{""yelkent zirve sitesi"": 44689.57}",0.0,,derince
derince::yenikent_toki,yenikent toki konutlari,1,2,"{""yenikent toki konutlari"": 50591.085}",0.0,,derince
derince::emniyetciler,emniyetciler sitesi,1,1,"{""emniyetciler sitesi"": 33478.26}",0.0,,derince
derince::bariskent,bariskent sitesi,1,3,"{""bariskent sitesi"": 50833.33}",0.0,,derince
derince::goktas,goktas sitesi,1,1,"{""goktas sitesi"": 23583.33}",0.0,,derince
derince::cenedag,cenedag sitesi,1,1,"{""cenedag sitesi"": 50000.0}",0.0,,derince
derince::yelkent_safir_konaklari,yelkent safir konaklari,1,3,"{""yelkent safir konaklari"": 48437.5}",0.0,,derince
derince::baskent,baskent sitesi,1,1,"{""baskent sitesi"": 21968.5}",0.0,,derince
derince::royal_den_derince_60_evler_sefa,satilik royal'den derince 60 evler sefa sitesi,1,1,"{""satilik royal'den derince 60 evler sefa sitesi"": 30454.55}",0.0,,derince
derince::emay_dan_derince_60_evler_sahilde,emay'dan derince 60 evler sahilde site,1,1,"{""emay'dan derince 60 evler sahilde site"": 44285.71}",0.0,,derince
derince::safir_konaklari,safir konaklari,1,4,"{""safir konaklari"": 49219.925}",0.0,,derince
derince::derince_yavuzsultan_da,derince yavuzsultan da site,1,1,"{""derince yavuzsultan da site"": 30000.0}",0.0,,derince
derince::melodi,melodi sitesi,1,1,"{""melodi sitesi"": 31823.53}",0.0,,derince
derince::gada_panorama_park,gada panorama park,1,1,"{""gada panorama park"": 73093.2}",0.0,,derince
derince::erdem,erdem sitesi,1,1,"{""erdem sitesi"": 26636.36}",0.0,,derince
derince::petrol_is,petrol is sitesi,1,1,"{""petrol is sitesi"": 30500.0}",0.0,,derince
derince::tapusu_hazir_yenikent_toki,tapusu hazir yenikent toki sitesi,1,1,"{""tapusu hazir yenikent toki sitesi"": 37500.0}",0.0,,derince
derince::inci,inci evleri sitesi,1,2,"{""inci evleri sitesi"": 53114.97}",0.0,,derince
derince::murgul,murgul sitesi,1,1,"{""murgul sitesi"": 18461.54}",0.0,,derince
derince::6_nolu_kooperatif,6 nolu kooperatif,1,1,"{""6 nolu kooperatif"": 36111.11}",0.0,,derince
derince::lassa_guler,lassa guler sitesi,1,1,"{""lassa guler sitesi"": 21379.31}",0.0,,derince
derince::canan,canan sitesi,1,1,"{""canan sitesi"": 34375.0}",0.0,,derince
derince::olgun_kent,olgun kent sitesi,1,1,"{""olgun kent sitesi"": 40000.0}",0.0,,derince
derince::azka,azka sitesi,1,1,"{""azka sitesi"": 30800.0}",0.0,,derince
derince::eston_derince,eston derince evleri,1,1,"{""eston derince evleri"": 38492.06}",0.0,,derince
derince::ozge_bilge,ozge bilge sitesi,1,1,"{""ozge bilge sitesi"": 23550.72}",0.0,,derince
derince::ozgurler,ozgurler sitesi,1,1,"{""ozgurler sitesi"": 35000.0}",0.0,,derince
derince::balkent,balkent sitesi,1,1,"{""balkent sitesi"": 28571.43}",0.0,,derince
derince::anil_siteleri,anil siteleri,1,1,"{""anil siteleri"": 26083.33}",0.0,,derince
derince::kalici_konutlar,kalici konutlar,1,2,"{""kalici konutlar"": 46065.215}",0.0,,derince
derince::emekli_isciler,emekli isciler sitesi,1,1,"{""emekli isciler sitesi"": 22500.0}",0.0,,derince
derince::omur_siteleri,omur siteleri,1,1,"{""omur siteleri"": 26800.0}",0.0,,derince
derince::blue_sky,blue sky residence,1,1,"{""blue sky residence"": 29605.26}",0.0,,derince
derince::derince_dumlupinarda,derince dumlupinarda site,1,1,"{""derince dumlupinarda site"": 27000.0}",0.0,,derince
derince::genc_isciler,genc isciler sitesi,1,1,"{""genc isciler sitesi"": 27619.05}",0.0,,derince
derince::begonvil_konaklari,begonvil konaklari,1,1,"{""begonvil konaklari"": 37631.58}",0.0,,derince
derince::tepecik,tepecik sitesi,1,1,"{""tepecik sitesi"": 31520.0}",0.0,,derince
derince::cinarli,cinarli evleri,1,1,"{""cinarli evleri"": 26956.52}",0.0,,derince
derince::senem_balci,senem balci evleri,1,1,"{""senem balci evleri"": 29600.0}",0.0,,derince
korfez::emlak_korfezkent_2,emlak konut - kocaeli korfezkent 2. etap,1,5,"{""emlak konut - kocaeli korfezkent 2. etap"": 56923.08}",0.0,,korfez
korfez::basaran,basaran sitesi,1,1,"{""basaran sitesi"": 26666.67}",0.0,,korfez
korfez::gizli_bahce_konaklari,gizli bahce konaklari,1,3,"{""gizli bahce konaklari"": 38636.36}",0.0,,korfez
korfez::ata,ata sitesi,1,1,"{""ata sitesi"": 56800.0}",0.0,,korfez
korfez::tugra_konaklari,tugra konaklari,1,1,"{""tugra konaklari"": 44642.86}",0.0,,korfez
korfez::umut_apartmani,umut apartmani sitesi,1,1,"{""umut apartmani sitesi"": 24821.43}",0.0,,korfez
korfez::lux_teras_dublex_deniz_ve_park,lux teras dublex.deniz ve park,1,1,"{""lux teras dublex.deniz ve park"": 37000.0}",0.0,,korfez
korfez::er_ay,er - ay sitesi,1,2,"{""er - ay sitesi"": 27916.67}",0.0,,korfez
korfez::hilal,hilal sitesi,1,1,"{""hilal sitesi"": 23181.82}",0.0,,korfez
korfez::korfez_kalici,korfez kalici konutlari,1,1,"{""korfez kalici konutlari"": 27555.56}",0.0,,korfez
korfez::ogretmenler,ogretmenler sitesi,1,3,"{""ogretmenler sitesi"": 22347.83}",0.0,,korfez
korfez::baris_kent,baris kent sitesi,1,2,"{""baris kent sitesi"": 25545.455}",0.0,,korfez
korfez::duru,duru sitesi,1,1,"{""duru sitesi"": 44723.62}",0.0,,korfez
korfez::huzur,huzur sitesi,1,1,"{""huzur sitesi"": 31851.85}",0.0,,korfez
korfez::korfez_kalici_konutlari_5_ada,korfez kalici konutlari 5. ada,1,1,"{""korfez kalici konutlari 5. ada"": 21363.64}",0.0,,korfez
korfez::yalikent_sahil,yalikent sahil sitesi,1,1,"{""yalikent sahil sitesi"": 46060.61}",0.0,,korfez
korfez::nasas_emek,nasas emek sitesi,1,1,"{""nasas emek sitesi"": 25181.82}",0.0,,korfez
korfez::zafer,zafer sitesi,1,1,"{""zafer sitesi"": 29130.43}",0.0,,korfez
korfez::evimiz_kocaeli,beydagi sitesi,1,1,"{""beydagi sitesi"": 23157.58}",0.0,,korfez
korfez::emlak_korfez_kent_sitesi_4,emlak konut korfez kent sitesi 4. etap,1,2,"{""emlak konut korfez kent sitesi 4. etap"": 54173.67}",0.0,,korfez
korfez::ozkardelen,ozkardelen sitesi,1,1,"{""ozkardelen sitesi"": 26923.08}",0.0,,korfez
korfez::korfez_belediyesi_ilimtepe_kalici_konutlari_1544,korfez belediyesi ilimtepe kalici konutlari 1544. ada,1,1,"{""korfez belediyesi ilimtepe kalici konutlari 1544. ada"": 25000.0}",0.0,,korfez
korfez::sumerbanklar,sumerbanklar sitesi,1,1,"{""sumerbanklar sitesi"": 35217.39}",0.0,,korfez
korfez::korfezim_konaklari,korfezim konaklari,1,1,"{""korfezim konaklari"": 28958.33}",0.0,,korfez
korfez::emlak_korfez_kent_sitesi_2,emlak konut korfez kent sitesi 2. etap,1,2,"{""emlak konut korfez kent sitesi 2. etap"": 61224.49}",0.0,,korfez
korfez::emlak_korfez_kent_3,emlak konut - korfez kent 3. etap,1,4,"{""emlak konut - korfez kent 3. etap"": 52336.259999999995}",0.0,,korfez
korfez::emlak_korfezkent_1,emlak konut - korfezkent 1. etap,1,2,"{""emlak konut - korfezkent 1. etap"": 45474.14}",0.0,,korfez
korfez::mefa_emlaktan_korfez_kent,mefa emlaktan korfez kent,1,1,"{""mefa emlaktan korfez kent"": 36153.85}",0.0,,korfez
korfez::kavanium_korfez_sitesi_1203_ada_16,kavanium korfez sitesi 1203 ada 16 parsel,1,1,"{""kavanium korfez sitesi 1203 ada 16 parsel"": 75833.33}",0.0,,korfez
korfez::kavanium_korfez,kavanium korfez,1,2,"{""kavanium korfez"": 54453.215}",0.0,,korfez
korfez::emlak_korfez_kent_sitesi_1,emlak konut korfez kent sitesi 1. etap,1,2,"{""emlak konut korfez kent sitesi 1. etap"": 46882.385}",0.0,,korfez
korfez::mefa_emaktan_korfez_kent,mefa emaktan korfez kent,1,1,"{""mefa emaktan korfez kent"": 35652.17}",0.0,,korfez
korfez::emlak_korfezkent_1930_ada_4,emlak konut - korfezkent 1930 ada 4. etap,1,1,"{""emlak konut - korfezkent 1930 ada 4. etap"": 50000.0}",0.0,,korfez
korfez::vizyon_park,vizyon park,1,1,"{""vizyon park"": 42352.94}",0.0,,korfez
korfez::korfez_belediyesi_ilimtepe_belediye,korfez belediyesi ilimtepe belediye evleri,1,1,"{""korfez belediyesi ilimtepe belediye evleri"": 29200.0}",0.0,,korfez
korfez::ulas,ulas sitesi,1,1,"{""ulas sitesi"": 26153.85}",0.0,,korfez
korfez::allak,allak sitesi,1,1,"{""allak sitesi"": 27049.18}",0.0,,korfez
korfez::emin_aga,emin aga sitesi,1,1,"{""emin aga sitesi"": 26818.18}",0.0,,korfez
korfez::besballi,besballi sitesi,1,1,"{""besballi sitesi"": 34848.48}",0.0,,korfez
korfez::adem_uslu_evyap,adem uslu evyap sitesi,1,1,"{""adem uslu evyap sitesi"": 28461.54}",0.0,,korfez
korfez::sehr_i_seyir_konaklari,sehr-i seyir konaklari,1,1,"{""sehr-i seyir konaklari"": 41250.0}",0.0,,korfez
korfez::turkoz_ata,turkoz ata sitesi,1,1,"{""turkoz ata sitesi"": 65677.97}",0.0,,korfez
korfez::emlak_korfezkent_3_etap_1924,emlak konut - korfezkent 3. etap 1924. ada,1,1,"{""emlak konut - korfezkent 3. etap 1924. ada"": 55612.24}",0.0,,korfez
gebze::durupark,durupark evleri,1,1,"{""durupark evleri"": 31315.79}",0.0,,gebze
gebze::yildiz,yildiz evleri,1,3,"{""yildiz evleri"": 32428.57}",0.0,,gebze
gebze::kristal_cam,kristal cam sitesi,1,1,"{""kristal cam sitesi"": 33564.29}",0.0,,gebze
gebze::yayla,yayla konutlari,1,1,"{""yayla konutlari"": 41250.0}",0.0,,gebze
gebze::mavi_bloklar,mavi bloklar,1,1,"{""mavi bloklar"": 40588.24}",0.0,,gebze
gebze::mollaoglu_toplu,mollaoglu toplu konutlari,1,1,"{""mollaoglu toplu konutlari"": 35357.14}",0.0,,gebze
gebze::efem,efem konutlari,1,2,"{""efem konutlari"": 29526.515}",0.0,,gebze
gebze::aden_park,aden park evleri,1,1,"{""aden park evleri"": 40566.04}",0.0,,gebze
gebze::iskar_pasa_konaklari,iskar pasa konaklari,1,1,"{""iskar pasa konaklari"": 26250.0}",0.0,,gebze
